label,x,y,confidence
nose,1220.6603,334.91687,0.9870914
left_eye,1233.9374,318.21106,0.98793995
right_eye,0.0,0.0,0.3292857
left_ear,1286.7402,320.4816,0.98456246
right_ear,0.0,0.0,0.0058961394
left_shoulder,1357.0403,395.2641,0.9979007
right_shoulder,1300.0669,397.51978,0.9965463
left_elbow,1319.3513,539.384,0.99859494
right_elbow,1244.09,536.12305,0.9959805
left_wrist,1234.4797,672.73157,0.9991217
right_wrist,1153.3801,643.66437,0.99831426
left_hip,1492.8566,624.309,0.9994759
right_hip,1437.8666,619.14526,0.99929094
left_knee,1347.2,788.053,0.9991387
right_knee,1288.556,772.16956,0.998175
left_ankle,1485.8917,980.51746,0.98569447
right_ankle,1291.8441,974.51245,0.97907776
torso_angle,31.872038,,
arm_angle,30.792297,,
