label,x,y,confidence
nose,1144.5092,457.69437,0.69886255
left_eye,0.0,0.0,0.10122719
right_eye,1142.9126,450.10968,0.71121323
left_ear,0.0,0.0,0.07958236
right_ear,1129.2505,448.49963,0.919114
left_shoulder,1078.2825,473.5371,0.97785825
right_shoulder,1108.7029,478.75406,0.99697435
left_elbow,1095.2758,539.41406,0.9129698
right_elbow,1140.6782,547.4671,0.9966029
left_wrist,1143.9482,584.0388,0.9187195
right_wrist,1185.3673,587.8485,0.9940696
left_hip,1004.1872,572.5989,0.9862628
right_hip,1027.5796,569.1998,0.9944074
left_knee,1046.3734,662.3447,0.9693021
right_knee,1104.6754,625.4856,0.9890527
left_ankle,1021.9523,730.8001,0.9136421
right_ankle,1050.2786,695.8009,0.9575681
torso_angle,41.889797,,
arm_angle,35.09703,,
