label,x,y,confidence
nose,1039.8982,376.8835,0.8801269
left_eye,1044.6138,356.06537,0.92790455
right_eye,0.0,0.0,0.070732936
left_ear,1083.0872,351.56296,0.9784037
right_ear,0.0,0.0,0.012127926
left_shoulder,1130.145,431.6949,0.9901632
right_shoulder,1191.6492,428.7422,0.9475485
left_elbow,1018.1838,596.00543,0.992211
right_elbow,1157.029,617.1087,0.82852685
left_wrist,857.651,678.2716,0.98794043
right_wrist,1016.31726,682.07245,0.87455535
left_hip,1224.0388,769.93896,0.9672307
right_hip,1250.1742,758.1074,0.92669684
left_knee,984.2294,802.8977,0.8383027
right_knee,991.23285,789.2333,0.5539325
left_ankle,0.0,0.0,0.30781788
right_ankle,0.0,0.0,0.14902017
torso_angle,10.075735,,
arm_angle,34.68742,,
