label,x,y,confidence
nose,1177.0847,156.38623,0.9420241
left_eye,1194.5671,125.927216,0.97033936
right_eye,0.0,0.0,0.42064935
left_ear,1274.765,131.76205,0.9803586
right_ear,0.0,0.0,0.106015466
left_shoulder,1347.1055,256.651,0.99601257
right_shoulder,1321.6046,282.69376,0.9186349
left_elbow,1221.987,469.2365,0.99159884
right_elbow,0.0,0.0,0.49121895
left_wrist,1000.264,620.16785,0.97662354
right_wrist,0.0,0.0,0.40992865
left_hip,1524.651,608.76984,0.9403621
right_hip,1514.2334,618.70953,0.81099594
left_knee,1224.6937,780.8561,0.81873924
right_knee,1308.4963,860.2296,0.52692014
left_ankle,0.0,0.0,0.27985418
right_ankle,0.0,0.0,0.14293112
torso_angle,29.824493,,
arm_angle,77.92627,,
