label,x,y,confidence
nose,804.75366,329.7388,0.95071554
left_eye,0.0,0.0,0.20718837
right_eye,796.9828,314.4901,0.97004044
left_ear,0.0,0.0,0.026511898
right_ear,759.4388,317.94788,0.9816757
left_shoulder,712.58093,386.54453,0.9595587
right_shoulder,744.6941,386.0672,0.99853575
left_elbow,781.4353,497.42606,0.7986768
right_elbow,818.1542,492.9773,0.9991334
left_wrist,853.1362,549.504,0.92233914
right_wrist,922.40424,553.41187,0.9991394
left_hip,643.82837,591.9976,0.9853947
right_hip,671.87616,587.7781,0.99697304
left_knee,757.9059,713.0752,0.9812325
right_knee,848.3756,648.42065,0.99726534
left_ankle,706.02936,849.00714,0.90872663
right_ankle,790.36285,805.1632,0.9774802
torso_angle,19.849651,,
arm_angle,46.720657,,
