label,x,y,confidence
nose,0.0,0.0,0.315578
left_eye,0.0,0.0,0.012603135
right_eye,0.0,0.0,0.29261193
left_ear,0.0,0.0,0.025302071
right_ear,1283.1384,197.04327,0.84159404
left_shoulder,1153.2178,243.7992,0.97456545
right_shoulder,1244.8878,248.26486,0.99085
left_elbow,1192.2682,389.2186,0.95751446
right_elbow,1303.5326,388.5153,0.9945846
left_wrist,1287.9086,471.1256,0.96097815
right_wrist,1413.0165,479.9203,0.99150664
left_hip,1031.2339,509.06726,0.9983041
right_hip,1093.9365,512.9175,0.998703
left_knee,1132.772,708.0434,0.9978655
right_knee,1248.988,705.2991,0.99856085
left_ankle,1078.6063,861.23486,0.982431
right_ankle,1087.4576,827.6577,0.9854395
torso_angle,29.699362,,
arm_angle,35.971027,,
