label,x,y,confidence
nose,784.8014,389.65704,0.9149116
left_eye,788.6615,384.023,0.9440916
right_eye,0.0,0.0,0.28530607
left_ear,801.74316,385.5457,0.9618312
right_ear,0.0,0.0,0.030711863
left_shoulder,813.1789,416.4028,0.9966415
right_shoulder,803.22894,412.18808,0.976757
left_elbow,787.0622,451.888,0.9945799
right_elbow,782.6372,443.46542,0.82031864
left_wrist,755.95435,468.51392,0.99163896
right_wrist,756.4325,463.72156,0.8646426
left_hip,823.1882,485.23672,0.9961117
right_hip,817.50354,481.00333,0.98957294
left_knee,779.98145,523.60876,0.9967422
right_knee,783.2422,516.8916,0.98738945
left_ankle,780.57117,580.9812,0.9897967
right_ankle,802.90393,561.96265,0.97231185
torso_angle,11.718872,,
arm_angle,42.241913,,
