label,x,y,confidence
nose,1168.2999,326.1136,0.9963271
left_eye,1186.5503,306.7064,0.99775404
right_eye,1168.9556,308.4572,0.64496756
left_ear,1253.522,311.30594,0.9956863
right_ear,0.0,0.0,0.013825096
left_shoulder,1310.6561,408.18805,0.99820924
right_shoulder,1231.2089,414.10596,0.9934012
left_elbow,1243.7814,536.0875,0.99772424
right_elbow,1152.0657,527.1259,0.9755646
left_wrist,1081.6265,589.0876,0.9984674
right_wrist,1045.6394,564.12695,0.99065876
left_hip,1346.4235,661.6771,0.99860805
right_hip,1303.2633,658.0761,0.99711585
left_knee,1177.3715,759.30817,0.99643975
right_knee,1222.208,769.4563,0.9879062
left_ankle,1200.522,988.3226,0.9361066
right_ankle,1441.4504,893.0326,0.8677772
torso_angle,16.454037,,
arm_angle,51.046684,,
