label,x,y,confidence
nose,1127.0249,126.658264,0.98202366
left_eye,1157.3748,96.30011,0.9798514
right_eye,1112.8815,107.69705,0.7412676
left_ear,1244.8276,111.859085,0.9752108
right_ear,0.0,0.0,0.11597724
left_shoulder,1324.1135,253.35965,0.99156535
right_shoulder,1153.0414,269.84613,0.9927207
left_elbow,1243.0211,443.51157,0.9838162
right_elbow,1047.9357,469.33527,0.9740906
left_wrist,1033.935,586.5065,0.9856243
right_wrist,895.31744,560.58124,0.96906877
left_hip,1409.2585,597.7703,0.9744101
right_hip,1282.8674,573.3283,0.9755005
left_knee,1248.3993,859.69794,0.91733193
right_knee,1056.9622,710.8805,0.909698
left_ankle,0.0,0.0,0.4881849
right_ankle,1268.2462,909.60645,0.57005423
torso_angle,23.160664,,
arm_angle,41.555584,,
