label,x,y,confidence
nose,879.09314,390.48804,0.9295118
left_eye,883.3622,384.0818,0.9616331
right_eye,0.0,0.0,0.27717865
left_ear,900.7919,382.78784,0.977207
right_ear,0.0,0.0,0.018746939
left_shoulder,922.4166,415.32358,0.9972338
right_shoulder,903.4598,411.8453,0.98718554
left_elbow,898.52405,463.55487,0.9961808
right_elbow,880.9389,453.30188,0.92763644
left_wrist,864.5579,487.99573,0.9936206
right_wrist,854.8988,474.5619,0.9370196
left_hip,929.95886,499.8109,0.995033
right_hip,915.0011,495.7334,0.9900843
left_knee,872.49255,542.4512,0.9905691
right_knee,857.3345,538.4452,0.9729273
left_ankle,916.3702,599.7151,0.95359874
right_ankle,881.2952,604.9385,0.90282786
torso_angle,7.8335843,,
arm_angle,37.750336,,
