label,x,y,confidence
nose,1243.2537,369.35083,0.92379504
left_eye,1252.0295,354.67703,0.9612319
right_eye,0.0,0.0,0.19388252
left_ear,1288.7019,359.0386,0.9781773
right_ear,0.0,0.0,0.01678864
left_shoulder,1338.8652,436.17914,0.9960765
right_shoulder,1300.8777,440.67346,0.9384394
left_elbow,1364.8488,549.4307,0.99230254
right_elbow,1286.9944,546.59674,0.63004786
left_wrist,1257.3326,570.17773,0.9883862
right_wrist,1234.7949,569.9829,0.71849215
left_hip,1353.1259,652.63605,0.99573517
right_hip,1330.1052,652.6698,0.98059833
left_knee,1206.6796,729.46124,0.9975285
right_knee,1228.5712,766.9271,0.9831781
left_ankle,1259.5308,893.8511,0.98954165
right_ankle,1261.8811,915.23676,0.95614934
torso_angle,7.8497787,,
arm_angle,27.069008,,
