label,x,y,confidence
nose,1217.445,303.30554,0.9390578
left_eye,1226.1436,286.36804,0.9752818
right_eye,0.0,0.0,0.1902109
left_ear,1269.0557,287.55652,0.9879654
right_ear,0.0,0.0,0.017032994
left_shoulder,1281.625,370.4115,0.9974727
right_shoulder,1326.0525,363.7826,0.93916893
left_elbow,1224.2104,488.4971,0.99197406
right_elbow,0.0,0.0,0.3630031
left_wrist,1106.2527,523.1723,0.9717844
right_wrist,0.0,0.0,0.3231996
left_hip,1350.7501,604.23474,0.9955485
right_hip,1370.2982,594.10974,0.977231
left_knee,1185.7694,680.70746,0.9960508
right_knee,1185.3767,675.1685,0.96821994
left_ankle,1265.2893,826.47656,0.983214
right_ankle,1193.955,854.14185,0.9251236
torso_angle,10.874024,,
arm_angle,74.65917,,
