label,x,y,confidence
nose,1485.3911,326.26102,0.9521929
left_eye,0.0,0.0,0.16460611
right_eye,1477.3757,306.84024,0.9773681
left_ear,0.0,0.0,0.032687053
right_ear,1431.5892,308.4172,0.9944425
left_shoulder,1335.7854,377.4525,0.9860029
right_shoulder,1405.1803,382.8577,0.99799806
left_elbow,1401.3132,519.54486,0.853294
right_elbow,1506.1681,533.68585,0.9953473
left_wrist,1533.2947,625.1931,0.9042924
right_wrist,1654.9347,625.209,0.9912266
left_hip,1143.9125,618.5288,0.9789804
right_hip,1196.3153,605.9515,0.9891426
left_knee,1272.4832,837.0217,0.981584
right_knee,1446.5925,710.97687,0.99294066
left_ankle,1267.2782,969.3124,0.89560354
right_ankle,1312.7744,917.60284,0.9501932
torso_angle,43.113354,,
arm_angle,45.861877,,
