label,x,y,confidence
nose,1227.3291,465.60095,0.96693224
left_eye,1234.7828,457.36542,0.9710553
right_eye,0.0,0.0,0.35766086
left_ear,1258.4336,463.4198,0.9797362
right_ear,0.0,0.0,0.023963306
left_shoulder,1278.6143,507.93414,0.9967788
right_shoulder,1249.9773,503.92706,0.99331915
left_elbow,1241.2058,564.6051,0.995865
right_elbow,1211.8953,559.60016,0.9856306
left_wrist,1185.6356,613.2472,0.9966822
right_wrist,1173.2583,598.6324,0.9912192
left_hip,1318.6213,631.4757,0.9981713
right_hip,1293.173,621.26245,0.9970516
left_knee,1297.9558,719.4319,0.99843127
right_knee,1225.0864,669.1162,0.9965113
left_ankle,1288.9983,830.8535,0.9914636
right_ankle,1275.5222,733.6106,0.98771393
torso_angle,20.2106,,
arm_angle,39.010284,,
