label,x,y,confidence
nose,674.2212,358.528,0.95719576
left_eye,678.33154,353.34018,0.9826734
right_eye,0.0,0.0,0.3270218
left_ear,692.6432,354.87903,0.9846394
right_ear,0.0,0.0,0.013419944
left_shoulder,704.5748,380.86166,0.9970331
right_shoulder,707.43176,381.07462,0.96132255
left_elbow,679.0982,413.42102,0.9961647
right_elbow,695.6453,416.91656,0.66125375
left_wrist,640.2024,432.0954,0.9938798
right_wrist,661.7141,434.2818,0.76469433
left_hip,725.4431,452.74823,0.99687827
right_hip,725.2113,451.19394,0.9877296
left_knee,680.7574,485.3261,0.99777055
right_knee,672.01526,483.41986,0.9863999
left_ankle,716.0001,533.92957,0.9941736
right_ankle,679.43304,540.8876,0.9772908
torso_angle,14.228122,,
arm_angle,40.67044,,
