label,x,y,confidence
nose,879.6764,390.09494,0.7520594
left_eye,0.0,0.0,0.10157086
right_eye,877.2261,378.61914,0.85828334
left_ear,0.0,0.0,0.07012166
right_ear,855.91504,385.99597,0.9787667
left_shoulder,778.2526,432.3578,0.9352178
right_shoulder,830.9408,457.6983,0.9971923
left_elbow,0.0,0.0,0.3215517
right_elbow,891.4398,527.07745,0.98700863
left_wrist,0.0,0.0,0.24218455
right_wrist,957.2656,546.161,0.9618226
left_hip,733.2193,585.28564,0.94020337
right_hip,755.20703,612.5479,0.98884857
left_knee,828.9481,636.7389,0.9498326
right_knee,811.7756,734.9546,0.9934176
left_ankle,786.8866,758.87494,0.93008274
right_ankle,800.4093,870.106,0.9774719
torso_angle,26.062305,,
arm_angle,54.997223,,
