label,x,y,confidence
nose,1096.023,473.2024,0.94293517
left_eye,1102.2942,467.82867,0.9707375
right_eye,0.0,0.0,0.3294369
left_ear,1121.667,473.18256,0.9868146
right_ear,0.0,0.0,0.023945509
left_shoulder,1141.5267,507.17258,0.99883527
right_shoulder,1104.4661,504.60562,0.99775654
left_elbow,1125.5835,544.65735,0.9982651
right_elbow,1069.9641,539.0882,0.99083394
left_wrist,1082.7578,564.4438,0.99780697
right_wrist,1037.724,559.87115,0.9910069
left_hip,1148.3074,597.2934,0.9990646
right_hip,1120.279,588.99475,0.9986578
left_knee,1121.7229,655.8556,0.9992489
right_knee,1071.561,624.1471,0.99852484
left_ankle,1115.9259,735.31104,0.99622726
right_ankle,1106.2098,680.05334,0.99427223
torso_angle,10.6131115,,
arm_angle,50.373665,,
