label,x,y,confidence
nose,1153.6941,425.14462,0.9532575
left_eye,1158.6787,410.49353,0.97654027
right_eye,0.0,0.0,0.14321442
left_ear,1197.9546,402.52148,0.98927104
right_ear,0.0,0.0,0.003910122
left_shoulder,1276.1703,448.69965,0.99759007
right_shoulder,1236.0889,467.39713,0.9776583
left_elbow,1315.8901,551.4888,0.9976152
right_elbow,1264.5863,575.98804,0.92863697
left_wrist,1243.8511,629.3287,0.9967828
right_wrist,1209.0297,624.636,0.95426506
left_hip,1358.7341,652.8988,0.99909806
right_hip,1322.4359,652.837,0.9970797
left_knee,1235.2615,771.2095,0.99868435
right_knee,1189.1006,751.746,0.9943408
left_ankle,1352.9015,919.6338,0.9886727
right_ankle,1226.4113,918.31476,0.97190565
torso_angle,24.968267,,
arm_angle,9.764404,,
