label,x,y,confidence
nose,1129.5237,463.34692,0.96624637
left_eye,1135.1879,452.47797,0.97933435
right_eye,0.0,0.0,0.27381
left_ear,1165.5443,447.18927,0.98691547
right_ear,0.0,0.0,0.010425066
left_shoulder,1202.4729,487.23853,0.9966474
right_shoulder,1175.7222,485.9308,0.9859832
left_elbow,1159.4485,558.17737,0.99592245
right_elbow,1136.5233,548.0836,0.9632864
left_wrist,1102.6521,607.2732,0.9960329
right_wrist,1096.8307,595.0934,0.9799963
left_hip,1266.2827,608.8893,0.998429
right_hip,1240.0747,598.98395,0.9966305
left_knee,1207.8636,706.85767,0.99859923
right_knee,1154.5321,643.66956,0.9960187
left_ankle,1256.1674,818.356,0.9930314
right_ankle,1183.0278,739.4687,0.9883823
torso_angle,29.649559,,
arm_angle,35.855522,,
