label,x,y,confidence
nose,1145.5332,363.98297,0.95249695
left_eye,1156.3767,344.62964,0.96028304
right_eye,0.0,0.0,0.14478311
left_ear,1212.3412,339.82736,0.98076046
right_ear,0.0,0.0,0.0065166033
left_shoulder,1279.583,414.37674,0.9966955
right_shoulder,1214.6403,421.27124,0.9947914
left_elbow,1222.0911,527.9988,0.9976549
right_elbow,1108.2007,512.1991,0.9933227
left_wrist,1098.1748,613.28265,0.998355
right_wrist,1007.7171,587.56976,0.99696237
left_hip,1371.3018,628.529,0.9962155
right_hip,1324.7567,631.75104,0.9949714
left_knee,1160.2584,715.0263,0.99538356
right_knee,1163.6155,757.93085,0.98940164
left_ankle,1235.3646,919.5615,0.95976585
right_ankle,1245.5569,934.2129,0.9285389
torso_angle,27.617153,,
arm_angle,51.2121,,
