label,x,y,confidence
nose,1192.5908,256.61334,0.9603156
left_eye,1206.9146,236.5252,0.9855692
right_eye,0.0,0.0,0.26916653
left_ear,1268.8682,236.22665,0.99062234
right_ear,0.0,0.0,0.019377334
left_shoulder,1337.9055,329.63556,0.9960355
right_shoulder,1258.323,335.87317,0.9689724
left_elbow,1243.826,467.9994,0.9866698
right_elbow,1211.9314,477.86032,0.6290039
left_wrist,1102.3961,539.99255,0.9681017
right_wrist,1118.489,543.09375,0.57755595
left_hip,1396.0703,612.36194,0.9932549
right_hip,1336.6748,598.1013,0.9803531
left_knee,1205.5048,773.4094,0.9947754
right_knee,1192.4307,729.2829,0.9729283
left_ankle,1206.8118,996.70874,0.9588343
right_ankle,1272.741,896.3249,0.89317286
torso_angle,16.635748,,
arm_angle,34.011765,,
