label,x,y,confidence
nose,876.06824,309.7044,0.8834829
left_eye,0.0,0.0,0.11939665
right_eye,874.9591,297.2261,0.89303535
left_ear,0.0,0.0,0.028095027
right_ear,848.48303,284.2525,0.95680696
left_shoulder,777.7163,315.24725,0.9895806
right_shoulder,814.1896,324.00433,0.9975973
left_elbow,778.9214,422.30896,0.9790557
right_elbow,863.7259,428.33414,0.9986972
left_wrist,835.66516,485.54578,0.98951906
right_wrist,933.4182,493.94305,0.99896014
left_hip,681.86365,482.53558,0.99606496
right_hip,693.394,489.5869,0.9977276
left_knee,782.29846,605.5039,0.9952127
right_knee,772.2636,627.4914,0.99768674
left_ankle,748.2308,725.2197,0.97123647
right_ankle,706.5009,761.45654,0.97857726
torso_angle,36.111446,,
arm_angle,35.053417,,
