label,x,y,confidence
nose,909.0043,438.07068,0.75548095
left_eye,0.0,0.0,0.12693347
right_eye,906.76996,428.04047,0.80073386
left_ear,0.0,0.0,0.05479385
right_ear,888.2937,422.99725,0.94377613
left_shoulder,846.9177,460.5974,0.9721181
right_shoulder,859.1145,460.64777,0.99766797
left_elbow,875.04846,521.6779,0.8304502
right_elbow,902.8937,526.99133,0.99649125
left_wrist,927.6493,555.4025,0.8236216
right_wrist,963.53503,556.7604,0.9932979
left_hip,805.9977,558.9879,0.98511654
right_hip,808.3718,573.4373,0.9955317
left_knee,892.0432,579.5437,0.9783141
right_knee,881.13074,650.6664,0.99513936
left_ankle,854.1388,658.6266,0.9624916
right_ankle,845.98596,764.3619,0.9837678
torso_angle,24.22241,,
arm_angle,47.372353,,
