label,x,y,confidence
nose,907.5525,400.66608,0.885954
left_eye,912.01855,396.02792,0.94661885
right_eye,0.0,0.0,0.2051667
left_ear,923.4164,398.2146,0.97171664
right_ear,0.0,0.0,0.020573258
left_shoulder,932.18384,423.5648,0.9967784
right_shoulder,932.33716,423.9469,0.9207926
left_elbow,902.1942,446.42175,0.99527174
right_elbow,0.0,0.0,0.35872608
left_wrist,866.4802,460.0849,0.98849803
right_wrist,0.0,0.0,0.4211942
left_hip,937.3343,493.7697,0.9947848
right_hip,936.7733,493.76105,0.9692458
left_knee,888.7513,515.32477,0.9944391
right_knee,882.4865,522.5805,0.94455284
left_ankle,921.4153,558.3905,0.9846066
right_ankle,888.7123,589.7862,0.9101708
torso_angle,3.6358807,,
arm_angle,65.548035,,
