label,x,y,confidence
nose,848.531,312.6277,0.9029071
left_eye,0.0,0.0,0.14281544
right_eye,843.9785,295.07416,0.9270766
left_ear,0.0,0.0,0.026565557
right_ear,804.5679,289.4609,0.9711662
left_shoulder,724.5862,354.4586,0.98638135
right_shoulder,770.57153,358.95422,0.99451953
left_elbow,757.1793,487.67752,0.9610733
right_elbow,862.2876,490.305,0.99428105
left_wrist,864.89294,533.4343,0.9790684
right_wrist,983.7749,540.02734,0.9945564
left_hip,645.3799,591.5367,0.99525946
right_hip,671.214,590.41504,0.99581194
left_knee,774.0941,743.03925,0.9942731
right_knee,862.8241,678.36053,0.9958242
left_ankle,717.315,856.5897,0.9616789
right_ankle,734.8972,791.64624,0.970015
torso_angle,23.232056,,
arm_angle,49.658833,,
