label,x,y,confidence
nose,861.71375,428.78604,0.9433779
left_eye,0.0,0.0,0.32439035
right_eye,857.0041,416.38422,0.9728272
left_ear,0.0,0.0,0.04545265
right_ear,829.6012,413.96417,0.98116344
left_shoulder,797.2229,461.1317,0.9309719
right_shoulder,807.67456,472.31882,0.99823415
left_elbow,0.0,0.0,0.3083506
right_elbow,862.5995,553.7472,0.9946009
left_wrist,0.0,0.0,0.3419564
right_wrist,944.2963,582.6517,0.98816895
left_hip,754.2691,609.31177,0.9698626
right_hip,755.20734,625.1182,0.9958866
left_knee,845.8862,661.71564,0.98060673
right_knee,822.30164,721.0558,0.9982358
left_ankle,792.5638,760.8558,0.9709057
right_ankle,767.5338,848.8926,0.99352854
torso_angle,18.951113,,
arm_angle,51.07639,,
