label,x,y,confidence
nose,788.10815,410.54602,0.93190384
left_eye,0.0,0.0,0.32924107
right_eye,785.2326,400.47473,0.9649233
left_ear,0.0,0.0,0.04953987
right_ear,762.8549,399.2981,0.9815885
left_shoulder,739.8321,439.41147,0.96813476
right_shoulder,731.26917,435.667,0.9981981
left_elbow,755.07404,493.18552,0.72643036
right_elbow,764.6866,503.36472,0.99622643
left_wrist,790.05225,506.4343,0.7795501
right_wrist,825.97266,536.6948,0.9941052
left_hip,686.9,544.5813,0.9814693
right_hip,673.62555,557.501,0.9957164
left_knee,754.51886,562.39386,0.9858635
right_knee,703.51105,646.5691,0.9975177
left_ankle,704.78467,619.04785,0.9781172
right_ankle,714.4394,751.2853,0.9913857
torso_angle,25.320353,,
arm_angle,43.149334,,
