label,x,y,confidence
nose,1117.3262,339.3734,0.9774728
left_eye,1125.6514,315.25732,0.9892408
right_eye,0.0,0.0,0.2896687
left_ear,1185.694,295.05844,0.995239
right_ear,0.0,0.0,0.013085641
left_shoulder,1284.8973,380.8287,0.9977835
right_shoulder,1196.4441,373.35016,0.9974522
left_elbow,1221.7405,545.1641,0.9936052
right_elbow,1122.96,512.3461,0.98283446
left_wrist,1100.7585,648.23157,0.98720455
right_wrist,1024.5596,603.1552,0.9725903
left_hip,1397.3097,622.1644,0.99537694
right_hip,1324.2783,588.8597,0.9950236
left_knee,1287.15,838.5051,0.9874183
right_knee,1143.3936,656.37146,0.9767264
left_ankle,1343.5824,1012.97534,0.8641384
right_ankle,1258.569,781.29443,0.8774263
torso_angle,30.675238,,
arm_angle,36.794945,,
