label,x,y,confidence
nose,1184.6802,389.46286,0.96801096
left_eye,1195.7114,372.12988,0.9792437
right_eye,0.0,0.0,0.25747517
left_ear,1246.6732,371.19342,0.9839888
right_ear,0.0,0.0,0.011291183
left_shoulder,1288.4308,446.1654,0.9954964
right_shoulder,1271.6991,442.99414,0.99208224
left_elbow,1224.9883,557.924,0.9900765
right_elbow,1187.3789,543.68994,0.96305525
left_wrist,1113.3772,626.5637,0.98766476
right_wrist,1092.8994,612.8187,0.97275066
left_hip,1393.1465,622.9387,0.99746764
right_hip,1374.0662,626.47296,0.99669397
left_knee,1263.4749,719.189,0.9976827
right_knee,1254.6152,762.1721,0.9958431
left_ankle,1368.4897,868.0952,0.9895175
right_ankle,1277.1332,950.50586,0.9837337
torso_angle,29.158152,,
arm_angle,46.474712,,
