label,x,y,confidence
nose,1051.4888,182.78256,0.9882946
left_eye,1070.4574,162.24426,0.99258655
right_eye,0.0,0.0,0.4190788
left_ear,1134.8325,169.68347,0.9920797
right_ear,0.0,0.0,0.011433619
left_shoulder,1178.5896,281.0958,0.9980804
right_shoulder,1110.9164,284.82382,0.99553394
left_elbow,1094.1986,416.0511,0.9968725
right_elbow,990.0097,413.26166,0.98076254
left_wrist,947.7544,494.44345,0.996716
right_wrist,847.5559,484.0547,0.9868596
left_hip,1203.838,556.3038,0.9974936
right_hip,1151.5376,557.82227,0.9959913
left_knee,1006.00726,668.9188,0.9959637
right_knee,987.2361,733.37634,0.98932564
left_ankle,1125.8793,849.90436,0.9573727
right_ankle,1044.7524,963.4469,0.9068679
torso_angle,8.463341,,
arm_angle,52.89267,,
