label,x,y,confidence
nose,1411.7113,456.5708,0.7823942
left_eye,0.0,0.0,0.10644176
right_eye,1411.3676,443.81863,0.8055772
left_ear,0.0,0.0,0.064542346
right_ear,1393.8191,430.91016,0.9394122
left_shoulder,1322.9646,458.8027,0.97309923
right_shoulder,1366.4915,460.6903,0.9972139
left_elbow,1336.9839,553.2046,0.88726765
right_elbow,1399.0022,555.8587,0.9976525
left_wrist,1401.086,607.36774,0.91440225
right_wrist,1468.7534,614.77124,0.9961442
left_hip,1223.5529,575.57697,0.9843007
right_hip,1257.4343,571.1189,0.99441874
left_knee,1294.1296,684.2617,0.9780701
right_knee,1370.583,641.7662,0.9937184
left_ankle,1256.0757,793.3561,0.9204941
right_ankle,1327.8572,757.4914,0.9663225
torso_angle,44.641987,,
arm_angle,33.57183,,
