label,x,y,confidence
nose,1063.9457,299.8226,0.9641649
left_eye,1078.2341,269.6552,0.9657271
right_eye,1056.9314,282.36798,0.57081354
left_ear,1158.1841,254.0162,0.9754807
right_ear,0.0,0.0,0.09860895
left_shoulder,1273.9811,346.1398,0.9967591
right_shoulder,1163.847,375.8095,0.98976153
left_elbow,1196.3875,502.63422,0.99326235
right_elbow,1098.5774,564.4689,0.9600172
left_wrist,1054.561,663.6496,0.988492
right_wrist,984.56775,664.15375,0.9411394
left_hip,1459.5859,636.7328,0.990928
right_hip,1356.7261,618.17847,0.9850691
left_knee,1403.6179,902.63635,0.9654754
right_knee,1145.0386,721.8673,0.9456314
left_ankle,1423.2458,1041.1794,0.7058413
right_ankle,1335.4927,944.23047,0.73264223
torso_angle,38.51304,,
arm_angle,31.871464,,
