label,x,y,confidence
nose,783.7814,342.43268,0.9608939
left_eye,0.0,0.0,0.29430553
right_eye,779.3073,326.57037,0.98304594
left_ear,0.0,0.0,0.023478976
right_ear,739.54767,317.1902,0.98512626
left_shoulder,673.7052,370.30994,0.9330755
right_shoulder,699.58563,376.0243,0.99756783
left_elbow,0.0,0.0,0.41548556
right_elbow,759.53674,486.23877,0.9953589
left_wrist,841.59863,540.0767,0.52604425
right_wrist,858.46765,551.84644,0.99212015
left_hip,597.44836,551.79913,0.9763366
right_hip,607.9452,558.1926,0.995704
left_knee,759.7091,649.3543,0.98060673
right_knee,752.553,651.1031,0.99767476
left_ankle,716.0686,804.26056,0.9507501
right_ankle,622.74426,771.05273,0.98814595
torso_angle,26.704853,,
arm_angle,42.1026,,
