label,x,y,confidence
nose,922.66785,416.789,0.8504597
left_eye,926.72864,407.33722,0.86381644
right_eye,0.0,0.0,0.14821118
left_ear,947.9756,402.79114,0.9510084
right_ear,0.0,0.0,0.026937215
left_shoulder,981.58997,439.3484,0.99594134
right_shoulder,952.10645,437.29504,0.98748827
left_elbow,967.9598,504.11053,0.9947239
right_elbow,917.6802,494.5987,0.97118765
left_wrist,925.5163,545.5287,0.9935116
right_wrist,881.8709,534.24207,0.9762899
left_hip,1026.7313,549.5935,0.99771094
right_hip,1004.4158,542.01733,0.9955943
left_knee,989.7617,634.8763,0.99825424
right_knee,942.62256,597.4565,0.9955498
left_ankle,983.76306,734.50397,0.9933182
right_ankle,977.649,670.66644,0.9886246
torso_angle,26.542362,,
arm_angle,35.92233,,
