label,x,y,confidence
nose,1220.3364,296.37296,0.98622847
left_eye,1236.3738,280.59763,0.9895817
right_eye,1221.239,281.216,0.51278025
left_ear,1289.41,289.56613,0.9851296
right_ear,0.0,0.0,0.022824237
left_shoulder,1319.8677,374.85773,0.9961886
right_shoulder,1283.7161,380.81882,0.9921348
left_elbow,1250.2942,494.0017,0.9916182
right_elbow,1207.9031,481.2738,0.9631393
left_wrist,1142.3378,538.6476,0.9905019
right_wrist,1117.9443,532.03357,0.9744753
left_hip,1374.4934,592.46814,0.9958562
right_hip,1350.8328,600.67114,0.99417806
left_knee,1194.3069,644.40393,0.99358374
right_knee,1241.2305,719.4096,0.98676854
left_ankle,1284.8162,800.1859,0.95962447
right_ankle,1310.4215,838.7622,0.9267528
torso_angle,16.976429,,
arm_angle,47.62935,,
