label,x,y,confidence
nose,762.0344,455.86096,0.81113046
left_eye,0.0,0.0,0.1998921
right_eye,765.29395,443.21658,0.8393598
left_ear,0.0,0.0,0.09167456
right_ear,754.97034,415.562,0.93951243
left_shoulder,697.1526,430.9215,0.9677334
right_shoulder,714.2267,426.9901,0.9960408
left_elbow,734.87823,499.87622,0.8154078
right_elbow,737.0927,501.50366,0.9925564
left_wrist,795.7326,541.1013,0.8109633
right_wrist,796.9083,544.9556,0.9847109
left_hip,622.7157,541.0914,0.98539937
right_hip,640.6968,540.52673,0.9945326
left_knee,702.89996,619.32904,0.9770657
right_knee,743.7737,603.9341,0.9931379
left_ankle,654.7694,689.61017,0.94621855
right_ankle,711.90424,706.00433,0.97637445
torso_angle,32.92836,,
arm_angle,35.02649,,
