label,x,y,confidence
nose,1226.941,331.3736,0.98510206
left_eye,1233.1462,314.3583,0.98878586
right_eye,0.0,0.0,0.28854895
left_ear,1277.9229,302.75568,0.99016386
right_ear,0.0,0.0,0.0056818863
left_shoulder,1342.7863,361.578,0.9969547
right_shoulder,1309.8247,372.68866,0.99528295
left_elbow,1303.2937,487.54898,0.9968189
right_elbow,1252.134,483.83105,0.99247676
left_wrist,1200.9843,558.7531,0.99791306
right_wrist,1168.9441,545.9369,0.99711215
left_hip,1413.9283,563.60706,0.9983523
right_hip,1387.2924,576.3415,0.99800676
left_knee,1265.7644,626.9387,0.99833506
right_knee,1272.7748,716.62585,0.99729544
left_ankle,1317.1572,805.0071,0.98450875
right_ankle,1334.3173,862.96594,0.9769796
torso_angle,20.826347,,
arm_angle,39.117046,,
