label,x,y,confidence
nose,1040.2565,287.89154,0.8965403
left_eye,0.0,0.0,0.077717096
right_eye,1045.4929,265.89227,0.932484
left_ear,0.0,0.0,0.020212833
right_ear,1005.4154,228.24307,0.98345214
left_shoulder,883.45404,270.37695,0.9859423
right_shoulder,938.089,273.56476,0.99683607
left_elbow,902.67114,409.94604,0.9522014
right_elbow,1018.22546,426.8954,0.9973035
left_wrist,1017.3412,526.2814,0.9749944
right_wrist,1144.5239,538.28,0.99680185
left_hip,712.1489,523.43054,0.9908819
right_hip,749.3495,516.2811,0.99392563
left_knee,819.2825,729.4297,0.9850091
right_knee,957.09906,656.20776,0.99184096
left_ankle,771.8966,858.89246,0.87614626
right_ankle,781.1172,784.7122,0.91653365
torso_angle,37.869106,,
arm_angle,37.948452,,
