label,x,y,confidence
nose,835.2091,356.80206,0.9125714
left_eye,0.0,0.0,0.2262147
right_eye,830.68823,343.95505,0.96368134
left_ear,0.0,0.0,0.025135638
right_ear,799.1237,337.0716,0.98170346
left_shoulder,758.5718,379.318,0.9140257
right_shoulder,756.0614,379.12418,0.9972434
left_elbow,0.0,0.0,0.329217
right_elbow,797.2063,465.02686,0.9928145
left_wrist,0.0,0.0,0.37016335
right_wrist,879.8108,533.08356,0.9827323
left_hip,651.28064,501.8427,0.9796038
right_hip,639.1372,509.44202,0.9964489
left_knee,761.5341,568.60046,0.986912
right_knee,740.6002,614.61786,0.9984341
left_ankle,714.6551,694.20795,0.97929174
right_ankle,642.0133,734.93506,0.9946256
torso_angle,41.89919,,
arm_angle,38.791607,,
