label,x,y,confidence
nose,844.88983,402.69077,0.9177351
left_eye,0.0,0.0,0.25609875
right_eye,842.9369,390.21414,0.95529556
left_ear,0.0,0.0,0.047095075
right_ear,816.94324,383.73016,0.9798063
left_shoulder,754.0723,415.47516,0.9742396
right_shoulder,780.55646,423.76758,0.997065
left_elbow,782.1557,498.50354,0.83651704
right_elbow,791.7845,523.327,0.99435014
left_wrist,842.7541,527.27856,0.87885827
right_wrist,855.91174,571.8209,0.99094766
left_hip,635.9346,517.40576,0.981743
right_hip,657.9277,516.60254,0.9927153
left_knee,699.4192,607.32434,0.9789615
right_knee,761.0077,577.22253,0.99293786
left_ankle,665.85333,684.4179,0.9497804
right_ankle,671.4068,660.67035,0.97572577
torso_angle,52.8728,,
arm_angle,26.9749,,
