label,x,y,confidence
nose,890.32825,397.43878,0.86375517
left_eye,0.0,0.0,0.14623196
right_eye,889.1196,386.69293,0.8901153
left_ear,0.0,0.0,0.066619635
right_ear,867.46234,378.7317,0.97042525
left_shoulder,793.59753,409.07574,0.9856674
right_shoulder,856.75024,417.17645,0.99845004
left_elbow,833.0605,504.83362,0.9340571
right_elbow,915.2428,515.24603,0.9982607
left_wrist,893.9297,571.78186,0.95288926
right_wrist,971.93274,574.53015,0.99732935
left_hip,723.68005,557.4046,0.9937976
right_hip,768.00745,556.3114,0.9976361
left_knee,812.0043,672.7747,0.99079365
right_knee,891.32324,625.1851,0.9970337
left_ankle,800.5071,769.0937,0.9604641
right_ankle,809.16565,732.0782,0.9825749
torso_angle,32.53047,,
arm_angle,36.204033,,
