label,x,y,confidence
nose,671.7822,382.40305,0.95253724
left_eye,676.429,376.41852,0.977444
right_eye,0.0,0.0,0.300563
left_ear,692.66064,380.6878,0.98322463
right_ear,0.0,0.0,0.018841982
left_shoulder,699.8662,411.39417,0.9968002
right_shoulder,708.6872,411.48303,0.9200287
left_elbow,670.08716,454.34152,0.99449736
right_elbow,0.0,0.0,0.31306335
left_wrist,636.9375,475.86023,0.986498
right_wrist,0.0,0.0,0.40867522
left_hip,714.9772,483.1659,0.9868154
right_hip,722.77124,482.28845,0.93273133
left_knee,655.35376,503.43195,0.9817202
right_knee,678.07416,514.9128,0.8539705
left_ankle,678.93585,557.45667,0.941301
right_ankle,685.7805,574.2384,0.739937
torso_angle,11.249956,,
arm_angle,59.85939,,
