label,x,y,confidence
nose,880.7571,377.23456,0.95758575
left_eye,0.0,0.0,0.3397143
right_eye,880.6207,360.88495,0.97410685
left_ear,0.0,0.0,0.03399069
right_ear,847.4595,340.74084,0.9793911
left_shoulder,789.4098,378.31247,0.9756885
right_shoulder,803.3434,378.40002,0.9963301
left_elbow,805.85205,474.95947,0.8957625
right_elbow,822.48816,491.53134,0.99502337
left_wrist,861.44763,511.64056,0.95088893
right_wrist,892.3866,556.0724,0.9951036
left_hip,656.87274,492.96707,0.99088097
right_hip,669.46594,487.62274,0.9954863
left_knee,748.65393,599.3374,0.9941624
right_knee,801.89087,552.84424,0.997647
left_ankle,676.8477,706.4086,0.97926986
right_ankle,745.4321,673.70044,0.98895276
torso_angle,50.79102,,
arm_angle,26.618435,,
