label,x,y,confidence
nose,683.51215,462.7727,0.8680743
left_eye,686.83887,456.96387,0.9052925
right_eye,0.0,0.0,0.2377048
left_ear,700.35846,457.6479,0.94658256
right_ear,0.0,0.0,0.04697304
left_shoulder,709.3862,482.80524,0.9952596
right_shoulder,716.51245,484.80368,0.946891
left_elbow,680.8199,518.70197,0.9872935
right_elbow,0.0,0.0,0.47955456
left_wrist,653.482,529.1421,0.9720143
right_wrist,684.0226,535.3961,0.5336596
left_hip,726.1491,553.2954,0.9914438
right_hip,731.10236,554.3004,0.97166526
left_knee,682.3627,584.18994,0.9911814
right_knee,704.0244,601.9506,0.9599673
left_ankle,710.3517,620.54114,0.9774573
right_ankle,712.5812,645.322,0.9274479
torso_angle,11.856307,,
arm_angle,32.708096,,
