label,x,y,confidence
nose,895.6526,357.00476,0.85818636
left_eye,0.0,0.0,0.14577514
right_eye,890.1105,342.36102,0.9323076
left_ear,0.0,0.0,0.056323655
right_ear,860.23315,345.41333,0.9845473
left_shoulder,789.2906,404.27417,0.90460426
right_shoulder,851.13586,415.21838,0.9972057
left_elbow,0.0,0.0,0.23068137
right_elbow,920.3048,521.39307,0.9904945
left_wrist,0.0,0.0,0.24894388
right_wrist,1009.792,580.8895,0.96853304
left_hip,693.6432,586.3911,0.93240446
right_hip,740.0623,580.5895,0.9880029
left_knee,780.62494,716.5007,0.9111347
right_knee,878.2009,630.66675,0.98818225
left_ankle,728.2465,832.6205,0.80096674
right_ankle,786.20715,737.57556,0.95639974
torso_angle,33.88777,,
arm_angle,43.760918,,
