label,x,y,confidence
nose,661.62256,458.46057,0.9107736
left_eye,661.5444,452.08148,0.9519838
right_eye,0.0,0.0,0.21605395
left_ear,673.8976,441.8507,0.97101855
right_ear,0.0,0.0,0.021822076
left_shoulder,697.8975,453.12964,0.9962095
right_shoulder,701.419,451.2229,0.94885135
left_elbow,675.8507,493.93274,0.99485755
right_elbow,682.4572,489.67676,0.60673004
left_wrist,646.61676,509.65607,0.988808
right_wrist,655.022,507.53326,0.6874179
left_hip,743.9354,512.7305,0.9929638
right_hip,746.83716,510.00073,0.9738298
left_knee,689.6642,548.3815,0.9922633
right_knee,700.5013,544.9313,0.9559168
left_ankle,697.50494,610.5913,0.97128725
right_ankle,718.63806,593.9181,0.8986049
torso_angle,37.693577,,
arm_angle,39.486874,,
