label,x,y,confidence
nose,754.74164,389.2717,0.9643502
left_eye,764.20874,382.34686,0.6033008
right_eye,749.28864,374.8949,0.9772363
left_ear,0.0,0.0,0.11242296
right_ear,722.0242,365.40082,0.9675721
left_shoulder,695.0618,422.14777,0.92747736
right_shoulder,695.5977,410.2781,0.99762374
left_elbow,0.0,0.0,0.39668748
right_elbow,740.25085,487.4759,0.9929426
left_wrist,0.0,0.0,0.45349583
right_wrist,816.6063,529.5624,0.98292404
left_hip,642.69666,549.7429,0.9590296
right_hip,647.3188,543.8346,0.9926669
left_knee,709.9648,626.9674,0.9565481
right_knee,756.5505,584.6651,0.99401045
left_ankle,678.68494,713.1924,0.9258461
right_ankle,699.4778,683.7827,0.9830503
torso_angle,19.87426,,
arm_angle,45.411144,,
