label,x,y,confidence
nose,1045.4148,318.9125,0.9643699
left_eye,1053.744,312.1612,0.97507805
right_eye,0.0,0.0,0.3634061
left_ear,1080.4528,319.04855,0.98258656
right_ear,0.0,0.0,0.020122167
left_shoulder,1107.6165,362.9781,0.9960593
right_shoulder,1059.2198,360.73322,0.98845065
left_elbow,1089.7024,415.32724,0.99387157
right_elbow,1020.83496,406.88544,0.969861
left_wrist,1040.8689,452.18573,0.9946445
right_wrist,984.9617,443.66394,0.9812471
left_hip,1104.912,476.12903,0.9976672
right_hip,1068.4391,472.87372,0.99562365
left_knee,1047.3215,539.25714,0.99681014
right_knee,1017.752,539.5823,0.9929102
left_ankle,1104.1976,585.8807,0.98488104
right_ankle,1021.9247,629.3755,0.9747097
torso_angle,4.699821,,
arm_angle,41.842037,,
