label,x,y,confidence
nose,748.0813,390.1012,0.9253726
left_eye,0.0,0.0,0.34303376
right_eye,743.4303,378.7646,0.966613
left_ear,0.0,0.0,0.04748844
right_ear,718.1091,377.73053,0.9823318
left_shoulder,702.64197,429.30017,0.9393012
right_shoulder,686.62463,431.31592,0.9975229
left_elbow,0.0,0.0,0.4256888
right_elbow,745.7699,500.27203,0.9916447
left_wrist,0.0,0.0,0.4301994
right_wrist,813.3309,524.7918,0.9811887
left_hip,682.5144,561.704,0.9662544
right_hip,664.6173,579.057,0.9936207
left_knee,766.11554,580.38074,0.9703349
right_knee,721.1196,665.08264,0.9958905
left_ankle,710.4072,663.02344,0.96459866
right_ankle,704.5683,780.47864,0.9888416
torso_angle,8.472409,,
arm_angle,53.582424,,
