label,x,y,confidence
nose,900.9402,247.38828,0.9909729
left_eye,917.1688,224.01483,0.99587315
right_eye,0.0,0.0,0.28958824
left_ear,995.24146,216.74043,0.9973762
right_ear,0.0,0.0,0.0032376063
left_shoulder,1080.2024,315.69717,0.9985354
right_shoulder,975.8659,325.72836,0.9968298
left_elbow,1032.8699,474.25983,0.9986493
right_elbow,911.70264,455.89536,0.99431336
left_wrist,904.2552,576.8141,0.99901843
right_wrist,806.2483,521.29376,0.9971066
left_hip,1144.2814,608.2567,0.9949509
right_hip,1069.866,593.95703,0.9920656
left_knee,992.5198,788.59705,0.98559475
right_knee,917.84827,730.4458,0.9632065
left_ankle,1002.19775,989.1936,0.7328655
right_ankle,1023.19714,878.8052,0.653197
torso_angle,19.312874,,
arm_angle,40.93573,,
