label,x,y,confidence
nose,688.7489,114.38493,0.8370419
left_eye,698.9697,84.9494,0.90357685
right_eye,0.0,0.0,0.17112558
left_ear,781.9053,68.49394,0.9566501
right_ear,0.0,0.0,0.04352843
left_shoulder,868.74475,154.20163,0.9912497
right_shoulder,890.9727,168.35834,0.89444834
left_elbow,767.6676,382.45435,0.98726255
right_elbow,826.94006,416.87503,0.6101063
left_wrist,607.73596,574.39484,0.9674057
right_wrist,644.70135,582.7225,0.52279514
left_hip,1118.8263,539.79364,0.9595601
right_hip,1116.7894,539.2084,0.8939633
left_knee,893.7534,816.78314,0.862508
right_knee,876.204,812.8786,0.67650926
left_ankle,0.0,0.0,0.3320264
right_ankle,0.0,0.0,0.23320895
torso_angle,31.337927,,
arm_angle,30.724514,,
