label,x,y,confidence
nose,717.0537,331.77332,0.95976555
left_eye,720.5169,319.5578,0.5012593
right_eye,707.7314,320.80475,0.97869176
left_ear,0.0,0.0,0.066567
right_ear,679.34094,318.9145,0.9714174
left_shoulder,655.54663,369.28094,0.8579751
right_shoulder,668.132,371.09024,0.9980198
left_elbow,0.0,0.0,0.2314616
right_elbow,699.9666,462.24023,0.9967055
left_wrist,0.0,0.0,0.32404998
right_wrist,785.3076,508.1869,0.99260384
left_hip,637.038,523.21606,0.898654
right_hip,648.0885,525.4705,0.98905367
left_knee,733.801,588.28906,0.8509766
right_knee,760.8275,562.2235,0.9883145
left_ankle,698.37805,679.9329,0.74820477
right_ankle,710.4837,668.32306,0.95739424
torso_angle,7.397435,,
arm_angle,40.520287,,
