label,x,y,confidence
nose,789.7206,391.565,0.9213741
left_eye,0.0,0.0,0.30071086
right_eye,786.85754,379.98972,0.96340775
left_ear,0.0,0.0,0.042219706
right_ear,761.31085,370.63263,0.97533983
left_shoulder,712.21094,403.3855,0.9195663
right_shoulder,731.24725,403.33575,0.99605536
left_elbow,0.0,0.0,0.4069161
right_elbow,776.1376,479.5213,0.9892597
left_wrist,0.0,0.0,0.45406094
right_wrist,825.8917,537.4183,0.9764579
left_hip,619.3342,511.23157,0.9676128
right_hip,627.17426,511.35123,0.9929322
left_knee,729.3933,586.83606,0.9780149
right_knee,724.683,581.0322,0.9963121
left_ankle,711.09644,704.70483,0.9718506
right_ankle,660.4849,678.84375,0.99159485
torso_angle,43.935062,,
arm_angle,35.217022,,
