label,x,y,confidence
nose,1306.8214,180.28134,0.86407185
left_eye,0.0,0.0,0.26464525
right_eye,1300.0939,153.25735,0.867864
left_ear,0.0,0.0,0.11690926
right_ear,1248.7682,148.28966,0.9450959
left_shoulder,1108.0581,256.07367,0.9581255
right_shoulder,1251.812,261.1124,0.9925844
left_elbow,1191.5327,446.1798,0.8422863
right_elbow,1387.9845,459.93964,0.9890571
left_wrist,1361.946,528.8718,0.8791367
right_wrist,1554.2281,515.7699,0.9858285
left_hip,1049.7251,593.1617,0.9629294
right_hip,1148.3192,583.95447,0.9814735
left_knee,1219.4481,800.7451,0.9132973
right_knee,1402.1226,695.2478,0.96118295
left_ankle,1202.5327,995.80206,0.6553949
right_ankle,1270.1838,943.7814,0.7769161
torso_angle,17.77419,,
arm_angle,49.90006,,
