label,x,y,confidence
nose,775.1321,396.77554,0.9342189
left_eye,0.0,0.0,0.30080462
right_eye,770.6022,385.7038,0.97287107
left_ear,0.0,0.0,0.043508273
right_ear,744.9534,380.4406,0.9846356
left_shoulder,694.5801,413.93018,0.9097223
right_shoulder,729.5884,418.952,0.99823123
left_elbow,0.0,0.0,0.2829189
right_elbow,768.0412,509.4008,0.9946548
left_wrist,0.0,0.0,0.3569753
right_wrist,814.44495,573.95386,0.9865035
left_hip,606.5416,535.52075,0.9787958
right_hip,625.46106,534.687,0.99723226
left_knee,697.87024,637.42365,0.9907352
right_knee,699.6753,622.10455,0.9990183
left_ankle,668.6538,748.10284,0.9870006
right_ankle,631.1862,707.4493,0.99733293
torso_angle,41.977856,,
arm_angle,28.698725,,
