label,x,y,confidence
nose,933.35266,346.5766,0.8746001
left_eye,0.0,0.0,0.12602414
right_eye,935.10693,332.27887,0.89529413
left_ear,0.0,0.0,0.057246204
right_ear,910.29407,310.89435,0.9735212
left_shoulder,811.02026,343.50522,0.9903652
right_shoulder,881.3561,345.65842,0.99765056
left_elbow,846.3818,460.86566,0.9524914
right_elbow,941.7029,466.97614,0.9964056
left_wrist,942.7169,531.413,0.9623777
right_wrist,1025.3318,539.0418,0.9944607
left_hip,698.18176,516.5863,0.99292856
right_hip,746.4075,509.7882,0.99562186
left_knee,776.45197,670.82776,0.9904005
right_knee,869.8676,613.01166,0.99483657
left_ankle,749.4341,793.8314,0.9493597
right_ankle,762.8616,727.9167,0.96644443
torso_angle,39.427265,,
arm_angle,36.668015,,
