label,x,y,confidence
nose,650.53925,494.5254,0.8431509
left_eye,653.51526,489.41467,0.90078217
right_eye,0.0,0.0,0.1499226
left_ear,667.5568,491.39398,0.95739084
right_ear,0.0,0.0,0.02385333
left_shoulder,689.61646,516.25757,0.9968988
right_shoulder,675.5946,512.90894,0.9765365
left_elbow,673.08215,551.48083,0.99619544
right_elbow,652.1914,545.71045,0.84174114
left_wrist,636.74677,572.59155,0.9936168
right_wrist,626.2872,570.3496,0.87539285
left_hip,707.18463,585.7333,0.9958669
right_hip,700.2402,582.1998,0.9878199
left_knee,665.4132,625.7099,0.9958775
right_knee,663.00244,618.04663,0.98194
left_ankle,680.2312,687.01697,0.98491436
right_ankle,695.83057,662.11414,0.95508194
torso_angle,19.57959,,
arm_angle,40.643,,
