label,x,y,confidence
nose,676.64,375.09454,0.9523032
left_eye,680.1136,368.52145,0.9754156
right_eye,0.0,0.0,0.3232333
left_ear,695.8497,369.0468,0.98632103
right_ear,0.0,0.0,0.03158021
left_shoulder,710.3772,394.3061,0.9981036
right_shoulder,714.228,394.16418,0.9746748
left_elbow,685.3312,438.3804,0.9918277
right_elbow,694.2763,433.4804,0.51160645
left_wrist,668.0901,466.7572,0.9739532
right_wrist,679.60004,463.80222,0.51085705
left_hip,757.6745,458.0667,0.9945411
right_hip,760.2258,459.3189,0.979882
left_knee,706.57715,489.55914,0.9952742
right_knee,724.59094,504.7182,0.9746899
left_ankle,742.10974,532.8896,0.98737746
right_ankle,743.97864,550.62555,0.9544736
torso_angle,35.221252,,
arm_angle,26.439173,,
