label,x,y,confidence
nose,650.5658,383.63223,0.9917327
left_eye,655.88275,376.43674,0.9960039
right_eye,648.1089,377.98816,0.7365447
left_ear,672.64636,375.67804,0.993378
right_ear,0.0,0.0,0.031389724
left_shoulder,689.7599,404.43744,0.99837154
right_shoulder,674.2081,402.88046,0.98843366
left_elbow,673.66626,452.80344,0.990712
right_elbow,667.80865,449.95782,0.73359036
left_wrist,650.3385,485.0279,0.9781756
right_wrist,647.4957,480.20087,0.7267812
left_hip,731.5852,474.56042,0.99646276
right_hip,715.47125,467.06427,0.99066544
left_knee,691.2466,532.44275,0.99798644
right_knee,664.3565,496.46796,0.9926025
left_ankle,706.4135,606.9569,0.99501246
right_ankle,698.009,552.4474,0.98773396
torso_angle,32.736553,,
arm_angle,19.058846,,
