label,x,y,confidence
nose,987.8651,469.88757,0.9054244
left_eye,994.1344,463.96307,0.9213828
right_eye,0.0,0.0,0.33465672
left_ear,1012.4896,463.55707,0.9354108
right_ear,0.0,0.0,0.035411544
left_shoulder,1026.608,491.70233,0.9942321
right_shoulder,998.6493,492.56433,0.99309033
left_elbow,1003.8325,536.84125,0.99470997
right_elbow,962.7197,523.46515,0.986283
left_wrist,961.59717,555.62756,0.9950623
right_wrist,922.67004,543.4578,0.98860466
left_hip,1028.4724,571.6577,0.9931137
right_hip,1009.069,570.10486,0.99228984
left_knee,970.3178,586.8983,0.9896073
right_knee,954.64404,596.59674,0.9834336
left_ankle,987.86865,648.4965,0.95673394
right_ankle,964.0077,662.0083,0.9401083
torso_angle,7.6534247,,
arm_angle,56.18448,,
