label,x,y,confidence
nose,1224.0105,259.4728,0.8220188
left_eye,0.0,0.0,0.267592
right_eye,1228.9796,238.75497,0.82822603
left_ear,0.0,0.0,0.10842169
right_ear,1185.6292,209.33638,0.87050605
left_shoulder,1081.6705,239.68277,0.9131419
right_shoulder,1115.9735,255.36539,0.98696
left_elbow,1129.0454,386.65912,0.7673936
right_elbow,1227.3776,418.2531,0.98486245
left_wrist,1249.832,501.8596,0.8052445
right_wrist,1378.1038,539.1961,0.97863764
left_hip,898.0554,427.00055,0.9621346
right_hip,903.92615,455.25055,0.9815161
left_knee,1085.1442,538.92175,0.95873827
right_knee,1043.8005,678.5167,0.98267245
left_ankle,994.16254,722.12524,0.8994102
right_ankle,934.3329,916.0126,0.92472667
torso_angle,46.691147,,
arm_angle,42.723846,,
