label,x,y,confidence
nose,1037.2933,469.68097,0.899271
left_eye,0.0,0.0,0.15543632
right_eye,1041.043,454.38785,0.9329416
left_ear,0.0,0.0,0.054152086
right_ear,1018.93274,427.16656,0.9797829
left_shoulder,918.0331,443.99103,0.9712186
right_shoulder,980.2727,454.9276,0.99819463
left_elbow,909.81494,539.8744,0.82766867
right_elbow,1014.5521,567.7253,0.9977222
left_wrist,983.1111,597.68353,0.90013885
right_wrist,1091.8484,610.19324,0.99649113
left_hip,817.1195,612.64703,0.9890856
right_hip,862.6116,607.08295,0.99673414
left_knee,906.5355,747.1507,0.98968726
right_knee,1004.6145,657.0056,0.9974515
left_ankle,863.5155,865.54297,0.95901525
right_ankle,942.47974,796.13434,0.98639476
torso_angle,37.714645,,
arm_angle,35.70146,,
