label,x,y,confidence
nose,805.8142,327.22565,0.63710827
left_eye,0.0,0.0,0.056347717
right_eye,800.0349,313.66855,0.786054
left_ear,0.0,0.0,0.058290992
right_ear,773.3408,320.81537,0.9737303
left_shoulder,701.1543,381.49118,0.8484183
right_shoulder,758.84045,402.56036,0.9982383
left_elbow,0.0,0.0,0.154211
right_elbow,835.5758,527.1563,0.99661607
left_wrist,0.0,0.0,0.12628277
right_wrist,937.8164,527.282,0.9823428
left_hip,683.83984,593.7603,0.9272673
right_hip,731.8649,611.3092,0.9929235
left_knee,778.6895,686.3242,0.71083426
right_knee,864.6483,705.7256,0.976599
left_ankle,0.0,0.0,0.40585405
right_ankle,850.9501,871.5101,0.8396973
torso_angle,7.3632193,,
arm_angle,55.128803,,
