label,x,y,confidence
nose,1151.9349,243.11523,0.99600023
left_eye,1163.8263,221.06848,0.9975464
right_eye,1145.8396,230.31735,0.6694745
left_ear,1227.1404,205.22571,0.9919872
right_ear,0.0,0.0,0.008057241
left_shoulder,1291.5083,271.006,0.9972282
right_shoulder,1217.7941,307.89728,0.9917475
left_elbow,1245.9637,414.3155,0.99507904
right_elbow,1165.0046,435.50366,0.95986944
left_wrist,1151.4438,543.8354,0.9953793
right_wrist,1074.0258,525.1674,0.97686654
left_hip,1398.6011,539.00635,0.9993486
right_hip,1336.8916,550.21704,0.99890244
left_knee,1248.9021,701.5355,0.99936754
right_knee,1188.9556,695.31274,0.9983525
left_ankle,1420.7827,879.55444,0.9934244
right_ankle,1242.7034,906.2682,0.98793495
torso_angle,26.173622,,
arm_angle,33.492725,,
